id,implementation_status,implementation_reason,implementation_type,code_module,required_inputs,verification_status,implementation_source_basis,pending_blocker_type,专业类别,中文名称,英文名称,来源/指南,来源链接
CALC-0650,pending_formula_or_rule_implementation,The Vienna model requires coefficients time-specific D-dimer handling baseline survival and prediction-horizon validation.,markdown_or_data_table_until_source_complete,,complete coefficients baseline survival timing rules and validation examples,metadata_self_check_only,obtain the exact model version before coding,model_coefficients_needed,血栓、止血、输血与血液专病,Vienna VTE复发模型,Vienna Prediction Model,QxMD Calculate,https://qxmd.com/calculate/
CALC-0651,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.vte_scores,recent_major_bleeding; creatinine_abnormal; anemia; active_cancer; clinically_overt_pulmonary_embolism; age_years,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,血栓、止血、输血与血液专病,RIETE肺栓塞出血风险,RIETE Bleeding Score,MDCalc calculator library,https://www.mdcalc.com/
CALC-0652,pending_formula_or_rule_implementation,Transfusion reaction severity is a versioned surveillance and reporting classification with reaction-type definitions rather than one numerical calculator.,markdown_or_data_table_until_source_complete,,versioned hemovigilance definitions and pathway logic,metadata_self_check_only,retain as guidance knowledge until a versioned rule engine is built,guideline_pathway,血栓、止血、输血与血液专病,输血反应严重度分级,Transfusion Reaction Severity Grading,AABB transfusion reaction resources,https://www.aabb.org/
CALC-0653,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.misc_formula_more,platelet_increment_10e9_l; body_surface_area_m2; platelets_transfused_10e11,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,血栓、止血、输血与血液专病,血小板输注校正增量,"Corrected Count Increment, CCI",QxMD Calculate,https://qxmd.com/calculate/
CALC-0654,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.heme_rheum_scores,age_years; hemoglobin_g_dl; leukocyte_count_10e9_l; circulating_blast_percent; constitutional_symptoms,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,血栓、止血、输血与血液专病,骨髓纤维化DIPSS评分,Dynamic International Prognostic Scoring System,MDCalc calculator library,https://www.mdcalc.com/
CALC-0655,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.heme_rheum_scores,age_years; prior_thrombosis,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,血栓、止血、输血与血液专病,真性红细胞增多症血栓风险,Polycythemia Vera Thrombosis Risk,Polycythemia Vera Thrombosis Risk / NCCN Guidelines,https://www.nccn.org/
CALC-0656,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.basic_formulas_more,sex; weight_kg; height_cm; age_years,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,临床营养、肥胖与代谢手术,Harris-Benedict基础能量消耗,Harris-Benedict Equation,MDCalc calculator library,https://www.mdcalc.com/
CALC-0657,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.misc_formula_more,sex; weight_kg; height_cm; age_years,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,临床营养、肥胖与代谢手术,Mifflin-St Jeor静息能量消耗,Mifflin-St Jeor Equation,MDCalc calculator library,https://www.mdcalc.com/
CALC-0658,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.basic_formulas_more,sex; weight_kg; height_cm; age_years; max_temperature_c; minute_ventilation_l_min,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,临床营养、肥胖与代谢手术,Penn State危重症能量公式,Penn State Equation,Penn State Equation / QxMD Calculate,https://qxmd.com/calculate/
CALC-0659,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.basic_formulas_more,ventilation; age_years; weight_kg,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,临床营养、肥胖与代谢手术,Ireton-Jones能量公式,Ireton-Jones Equation,Ireton-Jones Equation / QxMD Calculate,https://qxmd.com/calculate/
CALC-0660,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.gastro_nutrition_more,albumin_g_dl; current_weight_kg; usual_weight_kg,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,临床营养、肥胖与代谢手术,营养风险指数,"Nutritional Risk Index, NRI",Nutrition Risk Index formula reference,https://indianjnephrol.org/validity-of-nutrition-risk-index-as-a-malnutrition-screening-tool-compared-with-subjective-global-assessment-in-end-stage-renal-disease-patients-on-peritoneal-dialysis/
CALC-0661,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.gastro_nutrition_more,albumin_g_dl; current_weight_kg; ideal_weight_kg,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,临床营养、肥胖与代谢手术,老年营养风险指数,"Geriatric Nutritional Risk Index, GNRI",Geriatric Nutritional Risk Index original formula,https://ajcn.nutrition.org/article/S0002-9165(23)29637-9/fulltext
CALC-0662,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.gastro_nutrition_more,albumin_g_dl; total_lymphocytes_per_mm3; total_cholesterol_mg_dl,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,临床营养、肥胖与代谢手术,CONUT营养状态评分,Controlling Nutritional Status Score,CONUT scoring table,https://www.jcancer.org/v10/p3883/jcav10p3883s1.pdf
CALC-0663,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.gastro_nutrition_more,weight_loss; low_bmi; reduced_muscle_mass; reduced_food_intake_or_assimilation; inflammation_or_disease_burden; severe_phenotypic_criterion,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,临床营养、肥胖与代谢手术,GLIM营养不良诊断框架,GLIM Malnutrition Criteria,GLIM malnutrition criteria / ESPEN,https://www.espen.org/
CALC-0664,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.function_lifestyle_scores,items,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,临床营养、肥胖与代谢手术,SARC-F肌少症筛查,SARC-F Questionnaire,SARC-F,https://www.sarcopenia.com/
CALC-0665,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.surgery_liver_more,bmi; male; hypertension; pulmonary_embolism_risk; age_years,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,临床营养、肥胖与代谢手术,代谢手术死亡风险OS-MRS,Obesity Surgery Mortality Risk Score,MDCalc calculator library,https://www.mdcalc.com/
CALC-0666,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.renal_endocrine_more,preoperative_weight_kg; current_weight_kg; ideal_weight_kg,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,临床营养、肥胖与代谢手术,减重手术预期多余体重下降,Percent Excess Weight Loss,ASMBS clinical resources,https://asmbs.org/resources/
CALC-0667,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.gastro_nutrition_more,bmi; unintentional_weight_loss_percent; little_or_no_nutritional_intake_days; low_potassium_phosphate_or_magnesium_before_feeding; alcohol_misuse_or_relevant_drugs,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,临床营养、肥胖与代谢手术,再喂养综合征风险筛查,Refeeding Syndrome Risk,NICE CG32 Nutrition support for adults,https://www.nice.org.uk/guidance/cg32/chapter/Recommendations
CALC-0668,pending_formula_or_rule_implementation,ACMG/AMP classification combines expert-assigned evidence codes and evolving ClinGen specifications; it is a versioned interpretation framework rather than an autonomous calculator.,markdown_or_data_table_until_source_complete,,versioned evidence specifications and expert-curated inputs,metadata_self_check_only,retain as guidance knowledge and do not automate evidence assignment,guideline_pathway,遗传、罕见病与公共卫生筛查,ACMG/AMP变异分类,ACMG/AMP Variant Classification,ACMG/AMP standards,https://www.acmg.net/
CALC-0669,pending_formula_or_rule_implementation,No sufficient formula cue in local metadata; needs targeted source search and source-quality decision.,markdown_or_data_table_until_source_complete,,reliable source and formula-level details,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,manual_research_needed,遗传、罕见病与公共卫生筛查,Sherloc遗传变异分类,Sherloc Variant Classification,ACMG/AMP sequence variant interpretation,https://www.acmg.net/
CALC-0670,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.lab_and_diagnostic_stats_more,score,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,遗传、罕见病与公共卫生筛查,CADD变异有害性评分解释,CADD Score Interpretation,CADD,https://cadd.gs.washington.edu/
CALC-0671,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.lab_and_diagnostic_stats_more,score,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,遗传、罕见病与公共卫生筛查,REVEL错义变异预测解释,REVEL Score Interpretation,REVEL score,https://sites.google.com/site/revelgenomics/
CALC-0672,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.lab_and_diagnostic_stats_more,score,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,遗传、罕见病与公共卫生筛查,GERP保守性评分解释,GERP Conservation Score,GERP conservation score,http://mendel.stanford.edu/SidowLab/downloads/gerp/
CALC-0673,pending_formula_or_rule_implementation,The Manchester BRCA system requires a complete versioned family-history cancer-site age sex and bilateral-disease point table.,markdown_or_data_table_until_source_complete,,complete versioned Manchester point table and boundary examples,metadata_self_check_only,encode only after the authoritative complete table is obtained,reference_tables_needed,遗传、罕见病与公共卫生筛查,曼彻斯特BRCA评分,Manchester Scoring System for BRCA,QxMD Calculate,https://qxmd.com/calculate/
CALC-0674,pending_formula_or_rule_implementation,No sufficient formula cue in local metadata; needs targeted source search and source-quality decision.,markdown_or_data_table_until_source_complete,,reliable source and formula-level details,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,manual_research_needed,遗传、罕见病与公共卫生筛查,Tyrer-Cuzick乳腺癌风险模型,IBIS/Tyrer-Cuzick Breast Cancer Risk,IBIS risk evaluator,https://ems-trials.org/riskevaluator/
CALC-0675,pending_formula_or_rule_implementation,NCI BCRAT requires race-specific relative-risk coefficients baseline hazards competing mortality tables age integration and model-version constraints.,markdown_or_data_table_until_source_complete,,complete NCI coefficient and hazard tables with validation cases,metadata_self_check_only,do not approximate the Gail model from risk-factor names,model_coefficients_needed,遗传、罕见病与公共卫生筛查,Gail乳腺癌风险模型,Gail Model,NCI BCRAT,https://bcrisktool.cancer.gov/
CALC-0676,pending_formula_or_rule_implementation,No sufficient formula cue in local metadata; needs targeted source search and source-quality decision.,markdown_or_data_table_until_source_complete,,reliable source and formula-level details,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,manual_research_needed,遗传、罕见病与公共卫生筛查,Lynch综合征PREMM5模型,PREMM5 Model,PREMM5,https://premm.dfci.harvard.edu/
CALC-0677,pending_formula_or_rule_implementation,"External calculators/papers may exist, but executable implementation needs full coefficients, caps/floors, population limits, and validation examples; not safe from title/source alone.",markdown_or_data_table_until_source_complete,,"complete coefficients, transformations, caps, and validation examples",metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,model_coefficients_needed,遗传、罕见病与公共卫生筛查,Framingham糖尿病风险,Framingham Diabetes Risk Score,QxMD Calculate,https://qxmd.com/calculate/
CALC-0678,pending_formula_or_rule_implementation,No sufficient formula cue in local metadata; needs targeted source search and source-quality decision.,markdown_or_data_table_until_source_complete,,reliable source and formula-level details,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,manual_research_needed,遗传、罕见病与公共卫生筛查,FINDRISC扩展生活方式干预优先级,FINDRISC Intervention Priority,Finnish Diabetes Risk Score,https://www.diabetes.fi/
CALC-0679,pending_formula_or_rule_implementation,No sufficient formula cue in local metadata; needs targeted source search and source-quality decision.,markdown_or_data_table_until_source_complete,,reliable source and formula-level details,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,manual_research_needed,遗传、罕见病与公共卫生筛查,QRISK3心血管风险,QRISK3 Cardiovascular Risk,QRISK3,https://qrisk.org/
CALC-0680,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.cardiac_risk_scores,predisposition_to_vasovagal_syncope; history_of_heart_disease; any_systolic_bp_less_90_or_greater_180; elevated_troponin; abnormal_qrs_axis; qrs_duration_gt_130_ms; qtc_gt_480_ms; ed_diagnosis,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,急诊、院前与灾难医学,加拿大晕厥风险评分,Canadian Syncope Risk Score,Canadian Syncope Risk Score / MDCalc,https://www.mdcalc.com/calc/3811/canadian-syncope-risk-score
CALC-0681,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.neuro_emergency_scores,history_chf; hematocrit_percent; abnormal_ecg; shortness_of_breath; systolic_bp,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,急诊、院前与灾难医学,旧金山晕厥规则,San Francisco Syncope Rule,San Francisco Syncope Rule,https://www.mdcalc.com/
CALC-0682,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.emergency_surgery_rules,pain_malleolar_zone; bone_tenderness_posterior_lateral_malleolus; bone_tenderness_posterior_medial_malleolus; unable_to_bear_weight_4_steps; pain_midfoot_zone; bone_tenderness_navicular; bone_tenderness_base_5th_metatarsal,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,急诊、院前与灾难医学,渥太华踝关节规则,Ottawa Ankle Rules,Ottawa Rules,https://www.mdcalc.com/
CALC-0683,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.emergency_surgery_rules,age_years; isolated_patellar_tenderness; fibular_head_tenderness; cannot_flex_to_90; unable_to_bear_weight_4_steps,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,急诊、院前与灾难医学,渥太华膝关节规则,Ottawa Knee Rule,Ottawa Rules,https://www.mdcalc.com/
CALC-0684,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.emergency_surgery_rules,age_years; gcs_le_14_or_altered_mental_status; severe_mechanism,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,急诊、院前与灾难医学,PECARN儿童头部损伤规则,PECARN Pediatric Head Injury Rule,PECARN,https://www.mdcalc.com/
CALC-0685,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.emergency_surgery_rules,abdominal_wall_trauma_or_seatbelt_sign; gcs_less_than_14; abdominal_tenderness; thoracic_wall_trauma; abdominal_pain; decreased_breath_sounds; vomiting,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,急诊、院前与灾难医学,PECARN儿童腹部损伤规则,PECARN Blunt Abdominal Trauma Rule,PECARN,https://www.mdcalc.com/
CALC-0686,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.emergency_surgery_rules,abnormal_chest_xray; distracting_injury; chest_wall_tenderness; sternal_tenderness; thoracic_spine_tenderness; scapular_tenderness,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,急诊、院前与灾难医学,NEXUS胸部CT主要损伤规则,NEXUS Chest CT Major Injury Rule,NEXUS,https://www.mdcalc.com/
CALC-0687,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.surgery_liver_more,penetrating_mechanism; positive_fast; systolic_bp; heart_rate,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,急诊、院前与灾难医学,ABC大量输血评分,Assessment of Blood Consumption Score,ABC Score,https://www.mdcalc.com/
CALC-0688,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.emergency_surgery_rules,hemoglobin_g_dl; base_excess_mmol_l; systolic_bp_mm_hg; heart_rate; positive_fast; unstable_pelvic_fracture; open_or_dislocated_femur_fracture; male,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,急诊、院前与灾难医学,TASH创伤相关严重出血评分,Trauma Associated Severe Hemorrhage Score,TASH Score,https://www.mdcalc.com/
CALC-0689,pending_formula_or_rule_implementation,The 2021 national field-triage guideline is a multi-branch transport and destination pathway with physiologic anatomic risk and special-consideration criteria rather than one score.,markdown_or_data_table_until_source_complete,,versioned pathway logic and local trauma-system policy,metadata_self_check_only,retain as guidance knowledge until a complete pathway engine is built,guideline_pathway,急诊、院前与灾难医学,修订创伤分诊标准,Field Triage Decision Scheme,ACS 2021 National Guideline for Field Triage,https://www.facs.org/quality-programs/trauma/systems/field-triage-guidelines/
CALC-0690,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_infectious_more,age_days; previously_healthy; well_appearing; wbc_10e9_l; absolute_band_count_10e9_l; urine_wbc_per_hpf; stool_wbc_per_hpf,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,急诊、院前与灾难医学,罗切斯特婴儿发热低危标准,Rochester Criteria,Rochester Criteria,https://www.mdcalc.com/
CALC-0691,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.pediatric_infectious_more,age_days; well_appearing; wbc_10e9_l; band_neutrophil_ratio; urinalysis_wbc_per_hpf; csf_wbc_per_mm3; csf_gram_stain_positive; chest_xray_infiltrate; diarrhea_stool_wbc_per_hpf,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,急诊、院前与灾难医学,费城婴儿发热标准,Philadelphia Criteria,Philadelphia Criteria,https://www.mdcalc.com/
CALC-0692,pending_formula_or_rule_implementation,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",markdown_or_data_table_until_source_complete,,versioned staging tables/rules or licensed system details,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,staging_or_subscription,外科、围术期与质量评估,ACS NSQIP手术风险计算器,ACS NSQIP Surgical Risk Calculator,ACS NSQIP,https://riskcalculator.facs.org/
CALC-0693,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.source_backed_batch,age_years; sex; has_disseminated_cancer; has_unintentional_weight_loss; has_poor_appetite; has_renal_failure; has_chronic_or_congestive_heart_failure; has_shortness_of_breath; has_non_independent_residence; has_cognitive_decline; mobility_adl_0_to_4; eating_adl_0_to_4; toileting_adl_0_to_4; hygiene_adl_0_to_4,source_derived_tests_and_registry_smoke,original publication complete revised clinical scoring table represented in inventory metadata,,外科、围术期与质量评估,修订风险分析指数,"Risk Analysis Index, RAI",Recalibration and External Validation of the Risk Analysis Index,https://europepmc.org/articles/PMC8785437
CALC-0694,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.perioperative_more,death; icu_management; organ_dysfunction; intervention; grade_ii_therapy; disability_at_discharge,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,外科、围术期与质量评估,Clavien-Dindo手术并发症分级,Clavien-Dindo Classification,Dindo et al. Annals of Surgery 2004 Clavien-Dindo classification,https://pmc.ncbi.nlm.nih.gov/articles/PMC1360123/
CALC-0695,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.perioperative_more,complication_grades,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,外科、围术期与质量评估,综合并发症指数,"Comprehensive Complication Index, CCI",CCI,https://www.assessurgery.com/
CALC-0696,pending_formula_or_rule_implementation,The Colon Leakage Score is an 11-factor 0-43 point system requiring every categorical boundary and weight from the complete source table.,markdown_or_data_table_until_source_complete,,complete authoritative 11-factor point table and boundary examples,metadata_self_check_only,encode only after the complete table is obtained,reference_tables_needed,外科、围术期与质量评估,结直肠吻合口漏风险评分,Colon Leakage Score,Colon Leakage Score,https://www.mdcalc.com/
CALC-0697,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.emergency_surgery_rules,vomiting; rlq_pain; rebound_or_muscular_defense; temperature_c; wbc_10e9_l; neutrophil_percent; crp_mg_l,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,外科、围术期与质量评估,成人阑尾炎反应评分,"Appendicitis Inflammatory Response Score, AIR",AIR Score,https://www.mdcalc.com/
CALC-0698,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.emergency_surgery_rules,migration_rlq; anorexia; nausea_vomiting; rlq_tenderness; rebound_tenderness; fever; leukocytosis; left_shift,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,外科、围术期与质量评估,Alvarado阑尾炎评分,Alvarado Score,Alvarado Score,https://www.mdcalc.com/
CALC-0699,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.perioperative_more,items,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,外科、围术期与质量评估,ERAS依从性评分,ERAS Compliance Score,ERAS Society,https://erassociety.org/
CALC-0700,pending_formula_or_rule_implementation,No sufficient formula cue in local metadata; needs targeted source search and source-quality decision.,markdown_or_data_table_until_source_complete,,reliable source and formula-level details,metadata_self_check_only,external source metadata is present but executable formula/rule still requires audit,manual_research_needed,外科、围术期与质量评估,腹主动脉瘤破裂风险辅助,Abdominal Aortic Aneurysm Rupture Risk Support,SVS Guidelines,https://vascular.org/
CALC-0701,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.source_backed_batch,age_years; sex; asa_class; ecog_performance_status; mrc_dyspnea_grade; urgent_or_emergency_surgery; pneumonectomy; malignant_diagnosis; comorbidity_count,source_derived_tests_official_calculator_crosscheck_and_registry_smoke,official SFAR coefficient calculator and original publication represented in inventory metadata,,外科、围术期与质量评估,Thoracoscore胸外科死亡风险,Thoracoscore,Thoracoscore official coefficient calculator,https://sfar.org/scores2/thoracoscore2.php
CALC-0702,pending_formula_or_rule_implementation,O-POSSUM requires complete physiologic and operative score tables logistic coefficients endpoint definition and validation examples.,markdown_or_data_table_until_source_complete,,complete component tables coefficients endpoint definition and validation examples,metadata_self_check_only,do not approximate from POSSUM subtotals alone,model_coefficients_needed,外科、围术期与质量评估,O-POSSUM食管胃手术风险,O-POSSUM,O-POSSUM,https://qxmd.com/calculate/
CALC-0703,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.surgery_liver_more,age_years; tbsa_burn_percent; inhalation_injury,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,外科、围术期与质量评估,修订Baux评分,Revised Baux Score,Revised Baux,https://www.mdcalc.com/
CALC-0704,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.cardiology_more_scores,egfr_ml_min_1_73m2; who_functional_class; systolic_bp; heart_rate; six_minute_walk_distance_m; etiology; sex; age_years; hospitalization_within_6_months; pericardial_effusion; dlco_percent_predicted; mean_right_atrial_pressure_mm_hg; pvr_wood_units,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,心血管医学,REVEAL 2.0肺动脉高压风险评分,REVEAL 2.0 Risk Score,REVEAL 2.0,https://www.mdcalc.com/
CALC-0705,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.cardiology_more_scores,who_functional_class; six_minute_walk_distance_m,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,心血管医学,ESC/ERS肺高压四层风险评估,ESC/ERS PAH Four-Strata Risk Assessment,ESC/ERS Pulmonary Hypertension Guidelines,https://www.escardio.org/Guidelines
CALC-0706,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.cardiovascular_scores,peak_velocity_m_s; mean_gradient_mm_hg; aortic_valve_area_cm2,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,心血管医学,主动脉瓣狭窄严重度,Aortic Stenosis Severity Grading,ACC/AHA/ESC valve guidelines,https://www.escardio.org/Guidelines
CALC-0707,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.cardiovascular_scores,vena_contracta_width_cm; eroa_cm2; regurgitant_volume_ml; regurgitant_fraction_percent,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,心血管医学,二尖瓣反流严重度,Mitral Regurgitation Severity Grading,ESC Valve Guidelines,https://www.escardio.org/Guidelines
CALC-0708,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.cardiology_more_scores,rs_complex_absent_all_precordial_leads; longest_rs_interval_ms; av_dissociation; vt_morphology_criteria_present,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,心血管医学,Brugada室速鉴别算法,Brugada Criteria for Wide Complex Tachycardia,Brugada Criteria,https://www.mdcalc.com/
CALC-0709,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.cardiology_more_scores,initial_r_wave_present; initial_r_or_q_duration_ms; notching_initial_downstroke; initial_to_terminal_activation_velocity_ratio,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,心血管医学,Vereckei aVR室速算法,Vereckei aVR Algorithm,Vereckei Criteria,https://qxmd.com/calculate/
CALC-0710,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.cardiovascular_scores,class,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,心血管医学,EHRA房颤症状评分,EHRA Symptom Scale,EHRA Symptom Scale,https://www.escardio.org/Guidelines
CALC-0711,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.source_backed_batch,age_years; weight_kg; pulse_bpm; diastolic_bp_mm_hg; race_ethnicity_garfield; sex; history_bleeding; history_heart_failure_or_lvef_below_40; history_stroke; moderate_severe_ckd; history_coronary_or_peripheral_vascular_disease; diabetes; current_smoker; dementia; current_antiplatelet_drug; carotid_occlusive_disease,source_equation_centered_case_full_scenario_case_and_registry_smoke,public calculator and open original study provide complete coefficients baseline survival treatment scenarios population and validation,,心血管医学,GARFIELD-AF死亡和出血风险,GARFIELD-AF Risk Calculator,GARFIELD-AF integrated risk model,https://qxmd.com/calculate/calculator_685/garfield-af-risk-calculator
CALC-0712,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.source_backed_batch,age_years; maximal_wall_thickness_mm; left_atrial_diameter_mm; maximal_lvot_gradient_mm_hg; family_history_sudden_cardiac_death; nonsustained_ventricular_tachycardia; unexplained_syncope,source_equation_cases_range_tests_and_registry_smoke,public calculator publishes complete coefficients ranges exclusions references and 2014 ESC bands,,心血管医学,HCM猝死风险,HCM Risk-SCD,Original HCM Risk-SCD model and 2014 ESC bands,https://qxmd.com/calculate/calculator_303/hcm-risk-scd
CALC-0713,pending_formula_or_rule_implementation,HCM-AF requires published coefficients baseline survival transformations population constraints and prediction horizon.,markdown_or_data_table_until_source_complete,,complete coefficients baseline survival transformations and validation examples,metadata_self_check_only,obtain and lock the exact model version before coding,model_coefficients_needed,心血管医学,HCM-AF房颤风险,HCM-AF Risk Score,HCM-AF,https://qxmd.com/calculate/
CALC-0714,implemented,published DLCN adult criteria table and group maxima are linked in Python registry,python_executable,clinical_calculators.calculators.common.source_backed_batch,family history flags; clinical history flags; physical findings; ldl_mg_dl; causative mutation,source_table_boundary_tests_and_registry_smoke,EAS consensus Table 1 Europe PMC PMC3844152,,心血管医学,家族性高胆固醇血症DLCN评分,Dutch Lipid Clinic Network Criteria,European Atherosclerosis Society consensus statement,https://europepmc.org/articles/PMC3844152
CALC-0715,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.cardiovascular_scores,age_years; tendon_xanthomas_patient_or_relative; pathogenic_mutation; family_history_premature_mi; family_history_high_cholesterol,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,心血管医学,Simon Broome家族性高胆固醇血症标准,Simon Broome Criteria,Simon Broome,https://qxmd.com/calculate/
CALC-0716,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_scores,items,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸、睡眠与肺血管医学,哮喘控制测试,"Asthma Control Test, ACT","Asthma Control Test, ACT",https://www.asthmacontroltest.com/
CALC-0717,implemented,formula logic is linked in Python registry,python_executable,clinical_calculators.calculators.common.respiratory_scores,items,unit_tests_and_registry_smoke,external source and formula details represented in registry metadata,,呼吸、睡眠与肺血管医学,儿童哮喘控制测试,"Childhood Asthma Control Test, C-ACT",Childhood Asthma Control Test,https://www.asthmacontroltest.com/
