id,专业类别,中文名称,英文名称,来源/指南,来源链接,formula_feasibility,reason_if_not_directly_implemented,next_action,registry_status,pending_blocker_type,data_needed_for_code,suggested_implementation_artifact
CALC-0935,肿瘤分期与专病路径扩展,慢性髓性白血病AJCC/NCCN分期与风险分层,Chronic Myeloid Leukemia AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0936,肿瘤分期与专病路径扩展,急性淋巴细胞白血病AJCC/NCCN分期与风险分层,Acute Lymphoblastic Leukemia AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0937,肿瘤分期与专病路径扩展,慢性淋巴细胞白血病AJCC/NCCN分期与风险分层,Chronic Lymphocytic Leukemia AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0938,肿瘤分期与专病路径扩展,多发性骨髓瘤AJCC/NCCN分期与风险分层,Multiple Myeloma AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0939,肿瘤分期与专病路径扩展,原发性中枢神经系统淋巴瘤AJCC/NCCN分期与风险分层,Primary CNS Lymphoma AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0940,肿瘤分期与专病路径扩展,儿童神经母细胞瘤AJCC/NCCN分期与风险分层,Neuroblastoma AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0941,肿瘤分期与专病路径扩展,Wilms肿瘤AJCC/NCCN分期与风险分层,Wilms Tumor AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0942,肿瘤分期与专病路径扩展,儿童横纹肌肉瘤AJCC/NCCN分期与风险分层,Rhabdomyosarcoma AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0943,肿瘤分期与专病路径扩展,儿童肝母细胞瘤AJCC/NCCN分期与风险分层,Hepatoblastoma AJCC/NCCN Staging and Risk Stratification,AJCC Cancer Staging / NCCN Guidelines,https://www.facs.org/quality-programs/cancer-programs/american-joint-committee-on-cancer/,not_formula_staging_or_subscription,"Cancer staging/risk-group entries are structured staging systems or subscription/licensed guideline content; need site-specific TNM/risk tables and version governance, not a simple formula.",requires licensed/versioned staging tables; do not infer from summaries,pending_formula_or_rule_implementation,staging_or_subscription,versioned staging tables/rules or licensed system details,markdown_or_data_table_until_source_complete
CALC-0944,影像适宜性与检查路径扩展,ACR 急性头痛影像适宜性评分,ACR Appropriateness Criteria for 急性头痛,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0945,影像适宜性与检查路径扩展,ACR 慢性头痛影像适宜性评分,ACR Appropriateness Criteria for 慢性头痛,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0946,影像适宜性与检查路径扩展,ACR 头部外伤影像适宜性评分,ACR Appropriateness Criteria for 头部外伤,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0947,影像适宜性与检查路径扩展,ACR 癫痫首次发作影像适宜性评分,ACR Appropriateness Criteria for 癫痫首次发作,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0948,影像适宜性与检查路径扩展,ACR 成人急性神经缺损影像适宜性评分,ACR Appropriateness Criteria for 成人急性神经缺损,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0949,影像适宜性与检查路径扩展,ACR 儿童癫痫影像适宜性评分,ACR Appropriateness Criteria for 儿童癫痫,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0950,影像适宜性与检查路径扩展,ACR 眩晕和听力损失影像适宜性评分,ACR Appropriateness Criteria for 眩晕和听力损失,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0951,影像适宜性与检查路径扩展,ACR 颈痛影像适宜性评分,ACR Appropriateness Criteria for 颈痛,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0952,影像适宜性与检查路径扩展,ACR 腰痛影像适宜性评分,ACR Appropriateness Criteria for 腰痛,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0953,影像适宜性与检查路径扩展,ACR 疑似脊髓压迫影像适宜性评分,ACR Appropriateness Criteria for 疑似脊髓压迫,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0954,影像适宜性与检查路径扩展,ACR 脊柱感染影像适宜性评分,ACR Appropriateness Criteria for 脊柱感染,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0955,影像适宜性与检查路径扩展,ACR 骨质疏松椎体压缩骨折影像适宜性评分,ACR Appropriateness Criteria for 骨质疏松椎体压缩骨折,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0956,影像适宜性与检查路径扩展,ACR 肩痛影像适宜性评分,ACR Appropriateness Criteria for 肩痛,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0957,影像适宜性与检查路径扩展,ACR 肘痛影像适宜性评分,ACR Appropriateness Criteria for 肘痛,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0958,影像适宜性与检查路径扩展,ACR 腕手痛影像适宜性评分,ACR Appropriateness Criteria for 腕手痛,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0959,影像适宜性与检查路径扩展,ACR 髋痛影像适宜性评分,ACR Appropriateness Criteria for 髋痛,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0960,影像适宜性与检查路径扩展,ACR 膝痛影像适宜性评分,ACR Appropriateness Criteria for 膝痛,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0961,影像适宜性与检查路径扩展,ACR 踝足痛影像适宜性评分,ACR Appropriateness Criteria for 踝足痛,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0962,影像适宜性与检查路径扩展,ACR 应力性骨折影像适宜性评分,ACR Appropriateness Criteria for 应力性骨折,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0963,影像适宜性与检查路径扩展,ACR 骨髓炎疑似影像适宜性评分,ACR Appropriateness Criteria for 骨髓炎疑似,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0964,影像适宜性与检查路径扩展,ACR 软组织肿块影像适宜性评分,ACR Appropriateness Criteria for 软组织肿块,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0965,影像适宜性与检查路径扩展,ACR 急性胸痛疑似ACS影像适宜性评分,ACR Appropriateness Criteria for 急性胸痛疑似ACS,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0966,影像适宜性与检查路径扩展,ACR 急性胸痛疑似肺栓塞影像适宜性评分,ACR Appropriateness Criteria for 急性胸痛疑似肺栓塞,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0967,影像适宜性与检查路径扩展,ACR 胸主动脉急症影像适宜性评分,ACR Appropriateness Criteria for 胸主动脉急症,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0968,影像适宜性与检查路径扩展,ACR 疑似肺炎影像适宜性评分,ACR Appropriateness Criteria for 疑似肺炎,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0969,影像适宜性与检查路径扩展,ACR 慢性咳嗽影像适宜性评分,ACR Appropriateness Criteria for 慢性咳嗽,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0970,影像适宜性与检查路径扩展,ACR 咯血影像适宜性评分,ACR Appropriateness Criteria for 咯血,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0971,影像适宜性与检查路径扩展,ACR 肺结节影像适宜性评分,ACR Appropriateness Criteria for 肺结节,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0972,影像适宜性与检查路径扩展,ACR 间质性肺病影像适宜性评分,ACR Appropriateness Criteria for 间质性肺病,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0973,影像适宜性与检查路径扩展,ACR 纵隔肿块影像适宜性评分,ACR Appropriateness Criteria for 纵隔肿块,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0974,影像适宜性与检查路径扩展,ACR 乳腺疼痛影像适宜性评分,ACR Appropriateness Criteria for 乳腺疼痛,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0975,影像适宜性与检查路径扩展,ACR 乳头溢液影像适宜性评分,ACR Appropriateness Criteria for 乳头溢液,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0976,影像适宜性与检查路径扩展,ACR 可触及乳腺肿块影像适宜性评分,ACR Appropriateness Criteria for 可触及乳腺肿块,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0977,影像适宜性与检查路径扩展,ACR 乳腺筛查影像适宜性评分,ACR Appropriateness Criteria for 乳腺筛查,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0978,影像适宜性与检查路径扩展,ACR 腹痛右上腹影像适宜性评分,ACR Appropriateness Criteria for 腹痛右上腹,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0979,影像适宜性与检查路径扩展,ACR 腹痛右下腹影像适宜性评分,ACR Appropriateness Criteria for 腹痛右下腹,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0980,影像适宜性与检查路径扩展,ACR 急性非定位腹痛影像适宜性评分,ACR Appropriateness Criteria for 急性非定位腹痛,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0981,影像适宜性与检查路径扩展,ACR 疑似小肠梗阻影像适宜性评分,ACR Appropriateness Criteria for 疑似小肠梗阻,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
CALC-0982,影像适宜性与检查路径扩展,ACR 消化道出血影像适宜性评分,ACR Appropriateness Criteria for 消化道出血,ACR Appropriateness Criteria,https://www.acr.org/Clinical-Resources/ACR-Appropriateness-Criteria,not_formula_guideline_pathway,"ACR imaging appropriateness/incidental-finding entries are rating-table or pathway rules, not single equations; implement as guideline rule tables only after extracting scenario-specific tables from ACR narrative/rating PDFs.","build separate guideline-rule table if needed, not formula calculator",pending_formula_or_rule_implementation,guideline_pathway,structured pathway logic and versioned guideline rules,markdown_or_data_table_until_source_complete
